abstract,web_url,snippet,lead_paragraph,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,print_section,print_page,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Prime Minister Benjamin Netanyahu of Israel said he told President-elect Donald J. Trump that the country had delivered “a tough blow” against Hamas and Hezbollah.,https://www.nytimes.com/2024/12/16/us/politics/trump-netanyahu-phone-call-israel.html,Prime Minister Benjamin Netanyahu of Israel said he told President-elect Donald J. Trump that the country had delivered “a tough blow” against Hamas and Hezbollah.,Prime Minister Benjamin Netanyahu of Israel said he had told President-elect Donald J. Trump in a telephone conversation over the weekend that Israel needed to “complete its victory” over Iranian proxies and bring back hostages held in Gaza.,The New York Times,,,2024-12-16T12:43:17+0000,article,Washington,U.S.,News,nyt://article/00d07171-fe0d-517d-9a69-73b2cad2e0cc,425,nyt://article/00d07171-fe0d-517d-9a69-73b2cad2e0cc,NA,NA,Politics,Netanyahu Tells Trump Israel Must ‘Complete Its Victory’,NA,NA,,NA,NA,NA,By Matthew Mpoke Bigg,,NA
"Some Republicans have said that a constitutional convention is overdue. Many Democratic-led states have rescinded their long-ago calls for one, and California will soon consider whether to do the same.",https://www.nytimes.com/2024/12/16/us/a-constitutional-convention-some-democrats-fear-its-coming.html,"Some Republicans have said that a constitutional convention is overdue. Many Democratic-led states have rescinded their long-ago calls for one, and California will soon consider whether to do the same.","As Republicans prepare to take control of Congress and the White House, among the many scenarios keeping Democrats up at night is an event that many Americans consider a historical relic: a constitutional convention.",The New York Times,,,2024-12-16T14:00:05+0000,article,National,U.S.,News,nyt://article/9369cece-374e-5fc5-bbf4-6b8347049ee3,1405,nyt://article/9369cece-374e-5fc5-bbf4-6b8347049ee3,A,13,NA,A Constitutional Convention? Some Democrats Fear It’s Coming.,NA,NA,Democrats Aim to Foil a Constitutional Rewrite,NA,NA,NA,By Heather Knight and Kate Selig,,NA
The police say the bodies were found in a room above an Indian restaurant not long after a generator had been plugged in nearby.,https://www.nytimes.com/2024/12/16/world/europe/georgia-ski-resort-carbon-monoxide-poisoning.html,The police say the bodies were found in a room above an Indian restaurant not long after a generator had been plugged in nearby.,"Twelve people were found dead of suspected carbon monoxide poisoning in Gudauri, a ski area in the Caucasus Mountains in Georgia, the country’s Ministry of Internal Affairs said.",The New York Times,,,2024-12-16T14:50:08+0000,article,Express,World,News,nyt://article/6c70f59b-2812-5bf7-817c-1727b785a5d3,185,nyt://article/6c70f59b-2812-5bf7-817c-1727b785a5d3,NA,NA,Europe,12 Die at Georgian Ski Resort From Suspected Carbon Monoxide Poisoning,NA,NA,,NA,NA,NA,By Ali Watkins,,NA
"Mr. Kennedy has begun meeting with Republican senators to build support for his confirmation, which could be imperiled by his anti-vaccine stance.",https://www.nytimes.com/2024/12/16/us/politics/rfk-jr-republican-senators-health-secretary-bid.html,"Mr. Kennedy has begun meeting with Republican senators to build support for his confirmation, which could be imperiled by his anti-vaccine stance.","Robert F. Kennedy Jr., President-elect Donald J. Trump’s choice for health secretary, began meeting with Republican lawmakers late Monday afternoon to make his case for a spot in Mr. Trump’s cabinet.",The New York Times,,,2024-12-16T15:04:25+0000,article,Washington,U.S.,News,nyt://article/2dc073bc-38bb-58f3-a430-9633487e669d,644,nyt://article/2dc073bc-38bb-58f3-a430-9633487e669d,A,13,Politics,"Robert F. Kennedy Jr., Trump’s Health Secretary Pick, Meets With Lawmakers",NA,NA,"As Kennedy Woos Senate, Vaccine Ideas Loom Large",NA,NA,NA,By Noah Weiland and Maya C. Miller,,NA
"The New York City Campaign Finance Board voted to withhold as much as $4.3 million in matching funds from Mayor Eric Adams, as he faces federal corruption charges focused on his fund-raising practices.",https://www.nytimes.com/2024/12/16/nyregion/eric-adams-matching-funds-campaign-finance.html,"The New York City Campaign Finance Board voted to withhold as much as $4.3 million in matching funds from Mayor Eric Adams, as he faces federal corruption charges focused on his fund-raising practices.","Mayor Eric Adams was denied public matching funds for his re-election campaign on Monday as he faces federal corruption charges focused on his fund-raising practices, dealing a major setback to his bid for a second term.",The New York Times,,,2024-12-16T15:19:35+0000,article,Metro,New York,News,nyt://article/c92df42d-9513-54ce-bb22-09559b2238c5,1116,nyt://article/c92df42d-9513-54ce-bb22-09559b2238c5,A,16,NA,"Adams Is Denied Public Matching Funds, Hampering Re-election Campaign",NA,NA,Board Denies Adams Public Matching Funds For a Re-election Bid,NA,NA,NA,By Emma G. Fitzsimmons and Bianca Pallaro,,NA
"Chancellor Olaf Scholz lost a confidence vote, deepening the political turbulence in one of the continent’s most powerful economies.",https://www.nytimes.com/2024/12/16/world/europe/germany-confidence-vote-scholz-snap-election.html,"Chancellor Olaf Scholz lost a confidence vote, deepening the political turbulence in one of the continent’s most powerful economies.","The German government collapsed on Monday as Chancellor Olaf Scholz lost a confidence vote in Parliament, deepening a crisis of leadership across Europe at a time of mounting economic and security challenges.",The New York Times,,,2024-12-16T15:37:23+0000,article,Foreign,World,News,nyt://article/34f2a817-e343-5be0-a91c-56cc9123cde6,1309,nyt://article/34f2a817-e343-5be0-a91c-56cc9123cde6,A,1,Europe,German Government Collapses at a Perilous Time for Europe,NA,NA,Europe Rattled As Germans Vote Government Out,NA,NA,NA,By Christopher F. Schuetze and Jim Tankersley,,NA
"President-elect Donald J. Trump’s comment reflects an unusual relationship that Mr. Adams, the New York mayor, has encouraged as his federal corruption trial nears.",https://www.nytimes.com/2024/12/16/nyregion/trump-pardon-eric-adams.html,"President-elect Donald J. Trump’s comment reflects an unusual relationship that Mr. Adams, the New York mayor, has encouraged as his federal corruption trial nears.","The question has hung over New York City politics for months: If Mayor Eric Adams was convicted on federal corruption charges, would Donald J. Trump pardon him?",The New York Times,,,2024-12-16T17:31:17+0000,article,Metro,New York,News,nyt://article/eb2d0082-7daf-584c-8e7f-eadfc222c366,698,nyt://article/eb2d0082-7daf-584c-8e7f-eadfc222c366,A,16,NA,Trump Says He Would Consider Pardoning Eric Adams,NA,NA,"For Mayor of New York,  Empathy From Trump",NA,NA,NA,By Emma G. Fitzsimmons,,NA
"President-elect Donald J. Trump announced a $100 billion investment from SoftBank, a Japanese company, then jumped from one topic to another in his first news conference since the election.",https://www.nytimes.com/2024/12/16/us/politics/trump-drones-border-autism.html,"President-elect Donald J. Trump announced a $100 billion investment from SoftBank, a Japanese company, then jumped from one topic to another in his first news conference since the election.","President-elect Donald J. Trump said on Monday that he was skeptical of mandatory vaccines for schools, threatened more lawsuits against media companies and accused the Biden administration of hiding the truth about recent drone sightings during his first wide-ranging news conference since the election.",The New York Times,,,2024-12-16T17:36:58+0000,article,Washington,U.S.,News,nyt://article/142252fe-40dd-5081-b665-d981ffa8a9c9,1218,nyt://article/142252fe-40dd-5081-b665-d981ffa8a9c9,A,12,Politics,"Trump Holds Forth on Vaccines, the Media and Drones",NA,NA,"Trump Expounds on Vaccines, the Border Wall and Drones",NA,NA,NA,By Zolan Kanno-Youngs,,NA
"The police responded to a shooting at a private Christian school in Madison, Wis., on Monday.",https://www.nytimes.com/video/us/100000009880641/madison-wisconsin-school-shooting.html,"The police responded to a shooting at a private Christian school in Madison, Wis., on Monday.","The police responded to a shooting at a private Christian school in Madison, Wis., on Monday.",The New York Times,,,2024-12-16T19:03:13+0000,multimedia,,U.S.,Video,nyt://video/5170cdee-7768-51d5-9d78-33e09f92e2e5,0,nyt://video/5170cdee-7768-51d5-9d78-33e09f92e2e5,NA,NA,NA,"Several Killed in Wisconsin School Shooting, Including Juvenile Suspect",NA,NA,,NA,NA,NA,By WKOW via Associated Press and WISN via Associated Press,,NA
"Chancellor Olaf Scholz of Germany called for the confidence vote after his three-party coalition broke up. Lawmakers voted to dissolve the existing government by a vote of 394 to 207, with 116 abstaining.",https://www.nytimes.com/video/world/europe/100000009880654/germany-scholz-no-confidence-vote.html,"Chancellor Olaf Scholz of Germany called for the confidence vote after his three-party coalition broke up. Lawmakers voted to dissolve the existing government by a vote of 394 to 207, with 116 abstaining.","Chancellor Olaf Scholz of Germany called for the confidence vote after his three-party coalition broke up. Lawmakers voted to dissolve the existing government by a vote of 394 to 207, with 116 abstaining.",The New York Times,,,2024-12-16T19:08:04+0000,multimedia,,World,Video,nyt://video/0bc485b9-d98c-5d09-b219-3c797527998b,0,nyt://video/0bc485b9-d98c-5d09-b219-3c797527998b,NA,NA,Europe,Germany’s Olaf Scholz Loses a Vote of Confidence,NA,NA,,NA,NA,NA,By Axel Boada,,NA
"Adeel Mangi, who would have been the first Muslim American federal appellate court judge, wrote an angry letter to President Biden describing bigotry he faced in the confirmation process.",https://www.nytimes.com/2024/12/16/us/politics/muslim-judicial-nominee-bigotry.html,"Adeel Mangi, who would have been the first Muslim American federal appellate court judge, wrote an angry letter to President Biden describing bigotry he faced in the confirmation process.","The first Muslim American to be nominated for a federal appellate court judgeship lashed out at senators and the judicial confirmation process in a letter to President Biden on Monday, saying he had been the victim of a bigoted smear campaign.",The New York Times,,,2024-12-16T19:45:33+0000,article,Washington,U.S.,News,nyt://article/79c144b4-4de5-5644-a9e2-185f424aeaa8,706,nyt://article/79c144b4-4de5-5644-a9e2-185f424aeaa8,NA,NA,Politics,Blocked Muslim Judicial Nominee Decries Senate ‘Smear Campaign’,NA,NA,,NA,NA,NA,By Carl Hulse,,NA
"The technology company plans to invest $100 billion in U.S. projects, echoing the multibillion-dollar pledge it made after Donald J. Trump’s first election victory in 2016.",https://www.nytimes.com/2024/12/16/us/trump-softbank-investment.html,"The technology company plans to invest $100 billion in U.S. projects, echoing the multibillion-dollar pledge it made after Donald J. Trump’s first election victory in 2016.","President-elect Donald J. Trump’s first news conference since the election covered a wide range of topics, but it began with an eye-catching pledge: a $100 billion investment in the United States by SoftBank, a Japanese technology company.",The New York Times,,,2024-12-16T20:03:39+0000,article,Business,U.S.,News,nyt://article/cb934cd8-2152-5671-9ce8-b350afa7c16c,672,nyt://article/cb934cd8-2152-5671-9ce8-b350afa7c16c,B,5,NA,Japan’s SoftBank Makes Big Investment Pledge Ahead of Trump’s Inauguration. Again.,NA,NA,SoftBank Pledges Big Investment On Heels of Trump Victory. Again.,NA,NA,NA,By Maureen Farrell and Michael J. de la Merced,,NA
"The president-elect made inaccurate claims about a small-business survey, the federal budget, autism rates and pesticide use, among other claims.",https://www.nytimes.com/2024/12/16/us/politics/trump-news-conference-fact-check.html,"The president-elect made inaccurate claims about a small-business survey, the federal budget, autism rates and pesticide use, among other claims.","President-elect Donald J. Trump, in his first news conference since the election, again displayed his penchant for exaggeration.",The New York Times,,,2024-12-16T21:18:23+0000,article,Washington,U.S.,News,nyt://article/cd2e1741-99e6-53ac-9821-e717f8f1787a,820,nyt://article/cd2e1741-99e6-53ac-9821-e717f8f1787a,NA,NA,Politics,Fact-Checking Trump’s First Post-Election News Conference,NA,NA,,NA,NA,NA,By Linda Qiu,,NA
"At a gala on Wall Street for the New York Young Republican Club, attendees were looking forward to retribution from the next Trump era, and musing on another run in 2028.",https://www.nytimes.com/2024/12/16/us/politics/young-republicans-gala.html,"At a gala on Wall Street for the New York Young Republican Club, attendees were looking forward to retribution from the next Trump era, and musing on another run in 2028.","Late Sunday night, in a banquet hall inside the grand old Merchants’ Exchange building on Wall Street, the Republican operative Stephen K. Bannon was putting on one of his over-the-top, apocalyptic performances.",The New York Times,,,2024-12-16T21:47:43+0000,article,Politics,U.S.,News,nyt://article/aa534624-a248-5a8d-a085-3dd0b544536e,1247,nyt://article/aa534624-a248-5a8d-a085-3dd0b544536e,A,10,Politics,"Young Republicans Gather, Ready to Make America Vengeful Again",NA,NA,Young Republicans Eager to Make America Vengeful Again,NA,NA,NA,By Shawn McCreesh,,NA
"Also, Syria’s new leader called for sanctions to be lifted. Here’s the latest at the end of Monday.",https://www.nytimes.com/2024/12/16/briefing/trump-news-conference-germany-government-collapse.html,"Also, Syria’s new leader called for sanctions to be lifted. Here’s the latest at the end of Monday.","Donald Trump invited reporters to his Mar-a-Lago estate in Florida today for his first news conference since the election. The president-elect spent nearly half an hour jumping from one topic to another, including border security, tax cuts and the war in Ukraine, before taking questions.",The New York Times,,,2024-12-16T22:37:36+0000,article,NYTNow,Briefing,News,nyt://article/142c2087-cec2-582d-baec-cad79cd9bfca,1297,nyt://article/142c2087-cec2-582d-baec-cad79cd9bfca,NA,NA,NA,Trump Held His First News Conference as President-Elect,NA,NA,,NA,NA,NA,By Matthew Cullen,,NA
